number,lon,lat
28,8.569689857276076,47.456653577485092 
10,8.537704627882443,47.458927141669207 
34,8.553825958211457,47.449750233229153 
16,8.536281558066731,47.475240653122206 
14,8.536617204336361,47.481709954262861 
32,8.563944998408193,47.461675771532057 
